collection_no,record_type,formation,lng,lat,collection_name,collection_subset,collection_aka,n_occs,early_interval,late_interval,max_ma,min_ma,reference_no,reference_nos,collection_type,collection_methods,museum,collection_coverage,collection_size,rock_censused,collectors,collection_dates,collection_comments,taxonomy_comments,primary_reference
14732,col,Ferris,-106.856804,41.935993,Ferris Formation (UW V-92034),,Five Point Nine,1,Puercan,,66,63.3,1419,"14,192,236",biostratigraphic,,UW,,,,,,,,"J. J. Eberle and J. A. Lillegraven. 1998. A new important record of earliest Cenozoic mammalian history: geologic setting, Multituberculata, and Peradectia. Rocky Mountain Geology 33(1):3-47"
14733,col,Ferris,-106.856804,41.935993,Ferris Formation (UW V-92035),,Purple Cave,1,Puercan,,66,63.3,1419,"14,192,236",biostratigraphic,,UW,,,,,,,,"J. J. Eberle and J. A. Lillegraven. 1998. A new important record of earliest Cenozoic mammalian history: geologic setting, Multituberculata, and Peradectia. Rocky Mountain Geology 33(1):3-47"
14734,col,Ferris,-106.860023,41.935535,Ferris Formation (UW V-92037),,The Surfing Alien,1,Puercan,,66,63.3,1419,"14,192,236",biostratigraphic,,UW,,,,,,,,"J. J. Eberle and J. A. Lillegraven. 1998. A new important record of earliest Cenozoic mammalian history: geologic setting, Multituberculata, and Peradectia. Rocky Mountain Geology 33(1):3-47"
14735,col,Ferris,-106.856804,41.935993,Ferris Formation (UW V-93047),,The Last Day,1,Puercan,,66,63.3,1419,"14,192,236",biostratigraphic,,UW,,,,,,,"mistakenly listed as ""La"" = Lancian by Lillegraven and Eberle 1999","J. J. Eberle and J. A. Lillegraven. 1998. A new important record of earliest Cenozoic mammalian history: geologic setting, Multituberculata, and Peradectia. Rocky Mountain Geology 33(1):3-47"
14736,col,North Horn,-111.800003,39.099998,Ferron Mountain,,,10,Puercan,,66,63.3,2930,"2,930,629,473,061,810,000,000",,,,,,,,,,about 180 m below upper contact of Fm.,"S. F. Robison. 1986. Paleocene (Puercan-Torrejonian) mammalian faunas of the North Horn Formation, central Utah. Brigham Young University Geology Studies 33(1):87-133"
14737,col,Frenchman,-109.099998,49.5,Fr-1,,Frenchman-1,7,Puercan,,66,63.3,9477,"1,535,331,094,774,110,000,000",biostratigraphic,"selective quarrying,surface (in situ),field collection",,,,,,,,"see note regarding reworked Cretaceous list; possible Cretaceous material: Mesodma sp. Cimolestes cf. incisus Storer 1991: ""C. cf. cerberoides""<br>list repeated by Fox 1990",P. A. Johnston. 1980. First record of Mesosoic mammals from Saskatchewan. Canadian Journal of Earth Sciences 17:512-519
14738,col,Fort Union,-107,47.599998,Garbani Channel-NW Harley’s High’ (UCMP V73080),,Garbani 13; UCMP V-73080; UCMP locality V73080; Garbani Quarry,15,Pu3,,66,63.3,2670,"96,096,612,432,585,200,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",taxonomic,"bulk,selective quarrying,surface (float),sieve,field collection",UCMP,,,,,,,,"M. J. Novacek and W. A. Clemens. 1977. Aspects of intrageneric variation and evolution of Mesodma (Multituberculata, Mammalia). Journal of Paleontology 51(4):701-717"
14739,col,North Horn,-111,39,Gas Tank Hill,,Flagstaff Peak; RAM Locality V20035; Utah loc. 42Em443V,6,Puercan,,66,63.3,2930,"293,062,941,963,619,000",general faunal/floral,surface (float),,,,,,,,about 180 m below upper contact of Fm.,"S. F. Robison. 1986. Paleocene (Puercan-Torrejonian) mammalian faunas of the North Horn Formation, central Utah. Brigham Young University Geology Studies 33(1):87-133"
14740,col,Hell Creek,-106.099998,47.799999,Grass Patch,,UCMP V-87073 (in part),4,Puercan,,66,63.3,2255,"22,556,294",,,UCMP,,,,,,,,"D. L. Lofgren. 1995. The Bug Creek problem and the Cretaceous-Tertiary transition at McGuire Creek, Montana. University of California Publications in Geological Sciences 140:1-185"
14741,col,Hell Creek,-106.183334,47.833332,Harbicht Hill,,UCMP V-71203,14,Puercan,,66,63.3,3198,"9,621,243,225,531,980,000,000,000,000",taxonomic,,UCMP,,,,,,,"based on Lofgren et al. 1990 and Lofgren 1995, fauna is mixed; I have sorted out Paleocene and reworked Cretaceous lists based on Lofgren's scheme<br>""Purgatorius ceratops"" type: only a single tooth; Johnston and Fox 1984, Fox 1990, and Buckley 1997 all question this record on the grounds that it is probably a contaminant in the screenwash sample; Van Valen 1994 disagrees",R. E. Sloan and L. Van Valen. 1965. Cretaceous mammals from Montana. Science 148(3667):220-227
14742,col,Tullock,-107,47.599998,Hell's Hollow Channel,,UCMP V-74110,7,Puercan,,66,63.3,959,"96,025,846,294",biostratigraphic,"bulk,surface (float),sieve,field collection",UCMP,,,,,,,"""Hell's Hollow local fauna"" of Archibald and Clemens 1984 appears to be a composite list<br>between the IrZ and HFZ coals and seems NOT to include reworked specimens: Swisher et al. 1993; dates on these coals are:<br>IrZ = 65.16 +/- 0.04 Ma<br>HFZ = 64.77 +/- 0.06 Ma<br>average is 64.965 Ma<br>see also Dalrymple et al. 1993, who give a mean of 26 K-T dates of 64.6 +/- 0.1 Ma",J. D. Archibald. 1981. The earliest known Palaeocene mammal fauna and its implications for the Cretaceous–Tertiary transition. Nature 291:650-652
14743,col,Fort Union,-107,47.599998,Herpijunk Promontory,,UCMP V-77129; UCMP V77129; UWBM C1153,14,Puercan,,66,63.3,960,"960,629,485,522",biostratigraphic,"bulk,surface (float),sieve,field collection","UCMP,UWBM",,,,,,,,"J. D. Archibald. 1982. A study of Mammalia and geology across the Cretaceous-Tertiary boundary in Garfield County, Montana. University of California Publications in Geological Sciences 122:1-286"
14744,col,Fort Union,-104.800003,47.099998,Hiatt Locality,,JHH L5418,8,Puercan,,66,63.3,1985,"19,856,294",biostratigraphic,,,,15 specimens,,,,,NISP 15,"J. P. Hunter. 1997. Mammals and mollusks across the Cretaceous-Tertiary boundary from Makoshika State Park and vicinity (Williston Basin), Montana. Contributions to Geology, University of Wyoming 32(1):61-114"
14745,col,Fort Union,-104.800003,47.099998,Hiatt South Locality,,JHH L6424,11,Puercan,,66,63.3,1985,"19,856,294",biostratigraphic,,,,29 specimens,,,,,NISP 29,"J. P. Hunter. 1997. Mammals and mollusks across the Cretaceous-Tertiary boundary from Makoshika State Park and vicinity (Williston Basin), Montana. Contributions to Geology, University of Wyoming 32(1):61-114"
14746,col,,-105,39.5,Highlands Ranch,,UCM loc. 80029,1,Puercan,,66,63.3,2585,2585,,,,,,,,,,,"M. D. Middleton. 1983. Early Paleocene vertebrates of the Denver Basin, Colorado.. Boulder: University of Colorado."
14747,col,Tullock,-106.099998,47.799999,Jacks Ridge N 4,,,1,Puercan,,66,63.3,2255,2255,,,,,,,,,,one of only two Tullock localities in Lofgren's field area,"D. L. Lofgren. 1995. The Bug Creek problem and the Cretaceous-Tertiary transition at McGuire Creek, Montana. University of California Publications in Geological Sciences 140:1-185"
14748,col,North Horn,-111.800003,39.099998,Jason Spring,,,4,Puercan,,66,63.3,2930,"2,930,629,418,120",,,,,,,,,,about 180 m below upper contact of Fm.,"S. F. Robison. 1986. Paleocene (Puercan-Torrejonian) mammalian faunas of the North Horn Formation, central Utah. Brigham Young University Geology Studies 33(1):87-133"
14749,col,Hell Creek,-106.099998,47.799999,Jaw Breaker,,UCMP V-86031 (in part),5,Puercan,,66,63.3,2255,"22,556,294",,,UCMP,,,,,,,,"D. L. Lofgren. 1995. The Bug Creek problem and the Cretaceous-Tertiary transition at McGuire Creek, Montana. University of California Publications in Geological Sciences 140:1-185"
14750,col,,-104.800003,38.799999,Jimmy Camp Creek,,UCM loc. 79013,1,Puercan,,66,63.3,2585,2585,,,,,,,,,,,"M. D. Middleton. 1983. Early Paleocene vertebrates of the Denver Basin, Colorado.. Boulder: University of Colorado."
14751,col,Hell Creek,-106.099998,47.799999,Juniper Tree West,,UCMP V-87151 (in part),10,Puercan,,66,63.3,2255,"22,556,294",,,UCMP,,,,,,,,"D. L. Lofgren. 1995. The Bug Creek problem and the Cretaceous-Tertiary transition at McGuire Creek, Montana. University of California Publications in Geological Sciences 140:1-185"
14752,col,Hell Creek,-106.099998,47.799999,Late Celebration,,UCMP V-88044,1,Puercan,,66,63.3,2255,"22,556,294",,,UCMP,,,,,,,,"D. L. Lofgren. 1995. The Bug Creek problem and the Cretaceous-Tertiary transition at McGuire Creek, Montana. University of California Publications in Geological Sciences 140:1-185"
14753,col,Hell Creek,-106.099998,47.799999,Leafbranch Level,,UCMP V-88038,2,Puercan,,66,63.3,2255,2255,,,UCMP,,,,,,,,"D. L. Lofgren. 1995. The Bug Creek problem and the Cretaceous-Tertiary transition at McGuire Creek, Montana. University of California Publications in Geological Sciences 140:1-185"
14754,col,Hell Creek,-106.099998,47.799999,Little Roundtop,,UCMP V-87098 (in part),10,Puercan,,66,63.3,2255,"22,556,294",,,UCMP,,,,,,,,"D. L. Lofgren. 1995. The Bug Creek problem and the Cretaceous-Tertiary transition at McGuire Creek, Montana. University of California Publications in Geological Sciences 140:1-185"
14755,col,Hell Creek,-106.099998,47.799999,Lone Juniper Tree North,,UCMP V-87119,1,Puercan,,66,63.3,2255,2255,,,UCMP,,,,,,,,"D. L. Lofgren. 1995. The Bug Creek problem and the Cretaceous-Tertiary transition at McGuire Creek, Montana. University of California Publications in Geological Sciences 140:1-185"
14756,col,Ravenscrag,-109.199997,49.5,"Long Fall Horizon, Rav W-1",,"Medicine Hat Brick and Tile Quarry (MHBT Quarry), in part",12,Puercan,,66,63.3,1535,"1,535,629,441,188",biostratigraphic,"selective quarrying,surface (in situ),field collection",,,50 specimens,,P. Johnston,1979,,,"R. C. Fox. 1989. The Wounded Knee local fauna and mammalian evolution near the Cretaceous-Tertiary boundary, Saskatchewan, Canada. Palaeontographica Abteilung A 208(1-3):11-59"
14757,col,Hell Creek,-106.099998,47.799999,Lower Level SW,,UCMP V-87115,2,Puercan,,66,63.3,2255,2255,,,UCMP,,,,,,,,"D. L. Lofgren. 1995. The Bug Creek problem and the Cretaceous-Tertiary transition at McGuire Creek, Montana. University of California Publications in Geological Sciences 140:1-185"
14758,col,Hell Creek,-106.099998,47.799999,Lower Tedrow Channel,,UCMP V-87152,2,Puercan,,66,63.3,2255,"22,556,294",,,UCMP,,,,,,,,"D. L. Lofgren. 1995. The Bug Creek problem and the Cretaceous-Tertiary transition at McGuire Creek, Montana. University of California Publications in Geological Sciences 140:1-185"
14759,col,Fort Union,-106.099998,47.799999,Luck O Hutch,,UCMP V-88306; V88036,13,Puercan,,66,63.3,2255,"22,556,584,685,522",biostratigraphic,,UCMP,,,,,,,"one of only two Tullock localities in Lofgren's field area<br>overlies the MCZ coal, dated by Swisher et al. 1993 at 65.03 +/- 0.04 Ma (SCLF AA on sanidine)","D. L. Lofgren. 1995. The Bug Creek problem and the Cretaceous-Tertiary transition at McGuire Creek, Montana. University of California Publications in Geological Sciences 140:1-185"
14760,col,Nacimiento,-108.199997,36.299999,Mammalon Hill,,"Bentonnie Tsosie Arroyo/Wash; Betonnie-Tsosie Arroyo; Bitonitsoseh Arroyo; Eduardo Arroyo; Nameless Arroyo; Sinclair and Sinclair and Granger Loc. 7; Tsosie Hill; NMMNH locality L-646; L-0646; UCMP V-2811, V-3860; UNM B77-7",40,Puercan,,66,63.3,3646,"72,722,482,585,305,300,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",general faunal/floral,"bulk,sieve",,,,,,,,"replaces list of Williamson and Lucas 1993, which included material from East Flank and West Flank of Kimbetoh Arroyo (see)<br>Williamson's list 16<br>although Williamson omits multis, they were described by Sloan 1981<br>following localities could be from either arroyo: LACM 5090, 5091, 5092, 5394, 5395, 5396; UALP 7631<br>Williamson and Lucas state that UCMP V-2811, 2813, and 3861 are in Barrel Spring Arroyo, but I consider it likely this is a lapsus<br>Lucas et al. 1981 claim that MH ""Tetraclaenodon"" and ""pantodont"" i.d.s of Rigby and Lucas 1981 are in error<br>a single interval of less than 8 m according to Lindsay et al. 1981<br>""? Procerberus sp."" and new leptictid ""A"" are present only at  Black Toe (see)<br><br>""Desmatoclaenus protogonioides"" and ""D. dianae"" of  Williamson and Lucas 1993 are actually from East Flank  of Kimbetoh Arroyo (see)","T. E. Williamson. 1996. The beginning of the age of mammals in the San Juan Basin, New Mexico; biostratigraphy and evolution of Paleocene mammals of the Nacimiento Formation. New Mexico Museum of Natural History and Science Bulletin 8:1-141"
14761,col,Tullock,-107,47.599998,McKeever Ranch 1,,UCMP V-72210; LACM 3103,6,Puercan,,66,63.3,960,"9,606,294,429,826,210,000,000",general faunal/floral,"bulk,surface (float),sieve,field collection",LACM,,,,,,,appears to postdate list of Archibald and Clemens 1984,"J. D. Archibald. 1982. A study of Mammalia and geology across the Cretaceous-Tertiary boundary in Garfield County, Montana. University of California Publications in Geological Sciences 122:1-286"
14762,col,Fort Union,-107,47.599998,"McKeever Ranch, Harley's Point",,"UCMP V-77087, V77087",5,Pu1,,66,63.3,960,"96,075,725",biostratigraphic,"bulk,surface (float),sieve,field collection",UCMP,,,,,,,same paleomag as McKeever Ranch 1,"J. D. Archibald. 1982. A study of Mammalia and geology across the Cretaceous-Tertiary boundary in Garfield County, Montana. University of California Publications in Geological Sciences 122:1-286"
14763,col,Hell Creek,-106.099998,47.799999,North Edge,,UCMP V-87077,8,Puercan,,66,63.3,2255,"22,556,294",,,UCMP,,,,,,,"incredibly, none of this material seems to be reworked","D. L. Lofgren. 1995. The Bug Creek problem and the Cretaceous-Tertiary transition at McGuire Creek, Montana. University of California Publications in Geological Sciences 140:1-185"
14764,col,Ravenscrag,-108.699997,49.599998,Pine Cree Park,,,3,Danian,,66,61.6,6583,"153,665,831,963,664,000",biostratigraphic,field collection,,,3 specimens,,,,,,"L. S. Russell. 1974. Fauna and correlation of the Ravenscrag Formation (Paleocene) of southwestern Saskatchewan. Life Sciences Contributions, Royal Ontario Museum 102:1-53"
14765,col,Ludlow,-103.300003,46.400002,PITA Flats,,PTRM-V86005,3,Puercan,,66,63.3,1983,1983,,,,,,,,,,"county assignment based on Hunter pers. commun.<br>stratigraphically above PTRM-V92067 (see)<br>said to be ""Pu2"" or ""Pu3"" based on O. priscilla",J. P. Hunter. 1999. Proceedings of the North Dakota Academy of Sciences 53:141-144
14766,col,Tullock,-106.099998,47.799999,Purgatory Hill,,UCMP V-71202,29,Puercan,,66,63.3,3489,"20,453,122,319,633,400,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",taxonomic,,UCMP,,122 specimens,,,,,"""about 5 other insectivorans"" mentioned by Van Valen 1978 may include the following: mixodectid, said to be new - this is Protungulatum: Szalay 1969a insectivore, said to be new palaeoryctid, said to be new",L. M. Van Valen and R. E. Sloan. 1965. The earliest primates. Science 150(3697):743-745
14767,col,Hell Creek,-106.099998,47.799999,Rattlesnake Nest,,UCMP V-87095,2,Puercan,,66,63.3,2255,2255,,,UCMP,,,,,,,,"D. L. Lofgren. 1995. The Bug Creek problem and the Cretaceous-Tertiary transition at McGuire Creek, Montana. University of California Publications in Geological Sciences 140:1-185"
14768,col,Ravenscrag,-109.199997,49.5,Rav W-1 Horizon,,Medicine Hat Brick and Tile (MHBT) Quarry (in part),31,Puercan,,66,63.3,1536,"1,149,153,515,361,540,000,000,000,000,000,000,000,000,000,000,000",taxonomic,"bulk,sieve,field collection",,,905 specimens,,P. Johnston,,,"directly overlies Long Fall Horizon, but there is no evidence that any of the species are reworked from Cretaceous sediments. Manuscript appears to post-date Fox 1989; supersedes Johnston and Fox 1984",R. C. Fox. 1990. The succession of Paleocene mammals in western Canada. Geological Society of America Special Paper 243:51-70
14769,col,Porcupine Hills,-114.099998,51.200001,R.C.A. Corehole 66-1,,,1,Torrejonian,,63.3,61.7,1536,1536,general faunal/floral,,,,,,,,,"town of Balzac is at 51*13' N 114*01' W, so this is at about 114*08' W",R. C. Fox. 1990. The succession of Paleocene mammals in western Canada. Geological Society of America Special Paper 243:51-70
14770,col,,-106.249298,47.652199,Scmenge Point (SMP),,,2,Puercan,,66,63.3,2908,"22,552,908",biostratigraphic,,,some genera,,,,,,"comments of Lofgren 1995 agree with Sloan et al. 1986, who imply that P. donnae, P. gorgun, and M. morgoth are present in the same channel as Bug Creek West: Sloan et al. 1986","J. K. Rigby, Jr., K. R. Newman, and J. Smit, S. Van Der Kaars, R. E. Sloan, J. K. Rigby. 1987. Dinosaurs from the Paleocene part of the Hell Creek Formation, McCone County, Montana. Palaios 2(3):296-302"
14771,col,Hell Creek,-106.099998,47.799999,Second Level,,UCMP V-87101 (in part),6,Puercan,,66,63.3,2255,2255,,,UCMP,,,,,,,,"D. L. Lofgren. 1995. The Bug Creek problem and the Cretaceous-Tertiary transition at McGuire Creek, Montana. University of California Publications in Geological Sciences 140:1-185"
14772,col,Hell Creek,-106.099998,47.799999,Second Level South,,UCMP V-87114,4,Puercan,,66,63.3,2255,2255,,,UCMP,,,,,,,,"D. L. Lofgren. 1995. The Bug Creek problem and the Cretaceous-Tertiary transition at McGuire Creek, Montana. University of California Publications in Geological Sciences 140:1-185"
14773,col,Hell Creek,-106.099998,47.799999,Shiprock,,UCMP V-87074 (in part),10,Puercan,,66,63.3,2255,"22,556,294",,,UCMP,,,,,,,,"D. L. Lofgren. 1995. The Bug Creek problem and the Cretaceous-Tertiary transition at McGuire Creek, Montana. University of California Publications in Geological Sciences 140:1-185"
14774,col,,-105.099998,39.599998,South Table Mountain,,UCM loc. 77283,4,Puercan,,66,63.3,2585,"258,562,941,956,119,000",,,,,,,,,,"not clear what ""Catopsalis foliatus"" of Sloan 1981 is","M. D. Middleton. 1983. Early Paleocene vertebrates of the Denver Basin, Colorado.. Boulder: University of Colorado."
